uper,href,describe,upload_time,duration,viewcount,upscount,downscount,rel_uper,rel_title,rel_href,rel_count
W magazine,/watch?v=6K2LQJbtR6I&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=18&t=0s,"In this celebrity ', ' interview, ', "" actress Melissa Benoist explores ASMR with sounds of DC superheroes and villains. Benoist cracks Kryptonite (glow sticks) from Superman, clangs together Wonder Woman's Bracelets of Submission, blows bubbles to emulate Aquaman breathing underwater, flips through Batman Bruce Wayne's money, scratches with Catwoman Selina Kyle's claws, opens the Joker's prank can of salted mixed nuts, and chews candies from a Harley Quinn Pez dispenser. \n\n"", '\n\nStill haven’t subscribed to W on YouTube? ►► ', '\n\nABOUT W\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nSupergirl Melissa Benoist Explores ASMR with Wonder Woman Bracelets and Catwoman Claws | W Magazine",2018年4月16日发布,5:17,"2,055,489 次观看","""45,768""","""587""",[ASMRMagic],"[ASMR 50+ Triggers over 3 Hours (NO TALKING) Ear Cleaning, Massage, Tapping, Peeling, Umbrella &amp; MORE]",/watch?v=oXp0hTkXiks,"78,416,030"
W magazine,/watch?v=u-QsBvShKhE&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=19&t=0s,"For this Celebrity ', ' interview, Jake Gyllenhaal whispers, pops bubble wrap, snaps pics with an old-school film photography camera, and tries his hand at woodworking.\n\n', ""\n\nCheck out other celebrities like Margot Robbie, Cara Delevingne, and Kate Hudson doing W's Celebrity ASMR interview series here - "", '.\n\nStill haven’t subscribed to W on YouTube? ►► ', '\n\nABOUT W\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nJake Gyllenhaal Explores ASMR with Whispers, Bubble Wrap, and a Camera | Celebrity ASMR | W Magazine",2017年12月4日发布,2:00,"1,557,380 次观看","""51,558""","""411""",[TMZLive],[Obama Ave. in Front of Trump Tower? | TMZ Live],/watch?v=Dp33aEBfihg,"14,312"
W magazine,/watch?v=FU1VIgvNNqE&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=20&t=0s,"In this Celebrity ', ' interview, Gigi Hadid explores autonomous sensory meridian response with whispers and sounds. The supermodel gets sentimental as she shares her love of baking, her first modeling gig as a toddler, her first fashion week walk, and her shoe collaboration for charity. \n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nGigi Hadid Explores ASMR | W Magazine",2018年12月6日发布,14:31,"1,739,957 次观看","""34,894""","""1,219""",[ASMRMagic],"[ASMR 50+ Triggers over 3 Hours (NO TALKING) Ear Cleaning, Massage, Tapping, Peeling, Umbrella &amp; MORE]",/watch?v=oXp0hTkXiks,"78,416,030"
W magazine,/watch?v=13Zj8E8399E&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=21&t=0s,"In this Celebrity ASMR interview, Olivia Munn explores autonomous sensory meridian response with whispers and by rubbing pants as a nod to her time on G4\'s Attack of the Show, petting a stuffed tiger to pay tribute to her segment on The Daily Show, playing with waffles (the food of choice for her character on The Newsroom, Sloan Sabbith), crinkling an X-Men Psylocke comic book, and tapping on a Navy Seal helmet to represent her role as Gina Cline on The History Channel show about Seal Team Six.\r\n\r\nCheck out Oliva in Season 2 of \'Six"" on The History Channel\n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nOlivia Munn Explores ASMR | W Magazine",2018年6月15日发布,24:13:00,"1,516,881 次观看","""18,375""","""491""",[ASMRMagic],[ASMR 60+ Triggers over 3.5 Hours ✨ (NO TALKING) Intense Relaxing Ear to Ear Sleep Sounds],/watch?v=mdcgL-ZXi8k,"16,551,992"
W magazine,/watch?v=UHpB5tNFW0s&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=22&t=0s,"In this ', "" interview, Amandla Stenberg explores autonomous sensory meridian response with whispers and sounds. Stenberg plays with an orchid to represent her role as young Cataleya in 'Colombiana', flips through a paperback copy of 'The Hunger Games' (she was Rue in the movie), sifting a bucket of ice for Beyonce's music video 'Lemonade', popping bubble wrap to rep 'Everything, Everything', and peeling an orange for 'The Darkest Minds'. Check out Amandla in the film The Darkest Minds.\r\n\r\nAmandla will next be seen starring in Fox’s THE DARKEST MINDS out in theaters on August 3rd, 2018.  She will also be seen this September in Amma Asante’s WWII drama film WHERE HANDS TOUCH, and also in the highly-anticipated Fox film THE HATE U GIVE which comes out October 19th, 2018 – based on the best-selling novel by Angie Thomas of the same title.\n\nStill haven’t subscribed to W on YouTube? ►► "", '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nAmandla Stenberg Explores ASMR | W Magazine",2018年6月18日发布,23:48,"1,214,813 次观看","""27,148""","""366""",[ASMRMagic],[ASMR 60+ Triggers over 3.5 Hours ✨ (NO TALKING) Intense Relaxing Ear to Ear Sleep Sounds],/watch?v=mdcgL-ZXi8k,"16,551,992"
W magazine,/watch?v=agSMihcA1NM&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=23&t=0s,"[""In this Celebrity ASMR interview, singer Alessia Cara explores autonomous sensory meridian response with whispers and sounds. In honor of her songs 'Sweater Weather', 'Here', and 'Growing Pains', her experiences on the Coldplay Tour and at the Grammys, and her role in Moana, Cara plays with a sweater, party streamers, balloons, seashells, her vinyl album 'Know It All', and wooden building blocks.\n\nStill haven’t subscribed to W on YouTube? ►► "", '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nAlessia Cara Explores ASMR | W Magazine",2018年6月22日发布,21:12,"1,086,779 次观看","""23,250""","""291""",[ASMRMagic],[ASMR 60+ Triggers over 3.5 Hours ✨ (NO TALKING) Intense Relaxing Ear to Ear Sleep Sounds],/watch?v=mdcgL-ZXi8k,"16,551,992"
W magazine,/watch?v=C0d9wv-YW4s&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=24&t=0s,"In this Celebrity ', "" interview, actress Jenny Slate explores autonomous sensory meridian response with whispers and sounds. Slate messes with butter as a nod to her film 'Obvious Child', decorates a shell in honor of 'Marcel the Shell', concocts a batch of yogurt water and pours a glass of iced coffee to rep 'Kroll Show', and plays with science-related items to celebrate her role as a scientist in 'Venom'.\r\n\r\nVenom is in theaters on October 5th.\n\nStill haven’t subscribed to W on YouTube? ►► "", '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nJenny Slate Explores ASMR | W Magazine",2018年10月4日发布,12:51,"1,027,781 次观看","""18,830""","""688""",[ASMRMagic],[ASMR 60+ Triggers over 3.5 Hours ✨ (NO TALKING) Intense Relaxing Ear to Ear Sleep Sounds],/watch?v=mdcgL-ZXi8k,"16,551,992"
W magazine,/watch?v=BotBixyQmfY&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=25&t=0s,"Actress Juno Temple, star of HBO\'s short but lively series ""Vinyl"" dives into the ', ' world by channeling rock goddess Debbie Harry for her cover of Blondie\'s ""Rip Her to Shreds"".\n\n', '\n\nWatch more celebrity ASMR experiments here - ', ""\n\nJuno Temple ASMR: Actress Whispers Blondie 'Rip Her to Shreds' Lyrics | Celebrity ASMR | W Magazine\n\nStill haven’t subscribed to W on YouTube? ►► "", ""\n\nABOUT W\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nJuno Temple ASMR: Actress Whispers Blondie 'Rip Her to Shreds' Lyrics | Celebrity ASMR | W Magazine""]",2016年8月4日发布,1:49,"711,697 次观看","""5,465""","""157""",[The],"[[""Nick Kroll's Tonight Show Props ASMR""]]",/watch?v=kE9suwGkkjE,"225,343"
W magazine,/watch?v=fbNmMWH_3v8&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=26&t=0s,"In this Celebrity ', ' interview, comedian and actress Sarah Silverman explores autonomous sensory meridian response with whispers and sounds. The award-winning comedian quietly chats about her time at the Larry Sanders show, her special \'I Love You, America"" and working with John C. Riley.\r\n\r\nCatch Sarah Silverman as Vanellope von Schweetz in ""Ralph Breaks the Internet"" in theaters November 21!\n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nSarah Silverman Explores ASMR | W Magazine",2018年11月20日发布,10:26,"659,993 次观看","""10,417""","""533""",[ASMRMagic],[ASMR 60+ Triggers over 3.5 Hours ✨ (NO TALKING) Intense Relaxing Ear to Ear Sleep Sounds],/watch?v=mdcgL-ZXi8k,"16,551,992"
W magazine,/watch?v=-dDrowuWSI8&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=27&t=0s,"In this Celebrity ', "" interview, actress Cynthia Erivo explores autonomous sensory meridian response with whispers and sounds. She chews bubble gum tape to rep her role as Magdalene on 'Chewing Gum', paints with a brush to honor her award-winning performance in 'The Color Purple' on Broadway, plays with cash and coins for her part in 'Widows', and pours whiskey as a nod to her character Darlene Sweet in 'Bad Times at El Royale'. Bad Times at the El Royale in theaters on October 12.\r\n\r\n"", ' ', '\n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nCynthia Erivo Explores ASMR | W Magazine",2018年10月12日发布,11:58,"541,902 次观看","""10,231""","""259""",[ASMRMagic],"[ASMR 50+ Triggers over 3 Hours (NO TALKING) Ear Cleaning, Massage, Tapping, Peeling, Umbrella &amp; MORE]",/watch?v=oXp0hTkXiks,"78,416,030"
W magazine,/watch?v=GOF5gxyqIDs&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=28&t=0s,"For Valentine’s Day, let this special Celebrity ASMR interview with Noah Centineo, aka “The Internet’s Boyfriend,” capture your heart as he flirts with autonomous sensory meridian response for the first time. Centineo shares the story behind his “Sierra Burgess Is A Loser” audition, the “To All The Boys I’ve Loved Before” effect  on his life, and being a role model for boyfriends all over.\n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nNoah Centineo Explores ASMR | W Magazine",2019年2月14日发布,10:14,"1,899,847 次观看","""86,876""","""4,080""",[ASMRMagic],[ASMR 60+ Triggers over 3.5 Hours ✨ (NO TALKING) Intense Relaxing Ear to Ear Sleep Sounds],/watch?v=mdcgL-ZXi8k,"16,551,992"
W magazine,/watch?v=5EmtMt5bA0U&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=29&t=0s,"In this Celebrity ASMR interview, R&B singer/songwriter Tinashe explores autonomous sensory meridian response with whispers and sounds. The performer shares the story behind writing one of her biggest singles, her love of joy rides, gum, and her earliest years as a signer in a girl band.\n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nTinashe Explores ASMR | W Magazine",2019年1月22日发布,8:12,"793,033 次观看","""18,200""","""623""",[ASMRMagic],"[ASMR 50+ Triggers over 3 Hours (NO TALKING) Ear Cleaning, Massage, Tapping, Peeling, Umbrella &amp; MORE]",/watch?v=oXp0hTkXiks,"78,416,030"
W magazine,/watch?v=wfhl-ZImSmA&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=30&t=0s,"In the latest of W’s Celebrity ASMR interviews, Australian-South African Pop singer and actor Troye Sivan explores autonomous sensory meridian response, whispering and making sounds in his own golden voice. The performer explains why he decided to break into acting with his audition for ‘Boy Erased,’ the story behind how he adopted his dog Nash, his upcoming tour plans and his excitement about new music and a new place to live.\n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nTroye Sivan Explores ASMR | W Magazine",2019年3月13日发布,18:01,"1,316,181 次观看","""46,728""","""929""",[W],[Henry Golding Explores ASMR | W Magazine],/watch?v=DRLt7xi-edQ,"644,099"
W magazine,/watch?v=lLjBQQ5YZYk&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=31&t=0s,"In this Celebrity ASMR interview, actress Kiernan Shipka explores autonomous sensory meridian response with whispers and sounds. The ""Chilling Adventures of Sabrina"" star talks about her first role at 5-months old, genuinely loving her work - even 5am call times, one of her last speaking scenes on madmen, her admiration for her character Sabrina Spellman and what to expect in Season 2. \r\n\r\nWatch Kiernan Shipka in Season 2 of ""Chilling Adventures of Sabrina"" now streaming on Netflix. \n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nKiernan Shipka Explores ASMR | W Magazine",2019年4月15日发布,16:09,"739,596 次观看","""18,412""","""1,356""",[Marla],[GET READY WITH ME: first day of school (junior year)],/watch?v=2115xG_UUIs,"239,903"
W magazine,/watch?v=cmmssutakr0&list=PLeV2Z0bkqSgs-Xhmf2hXv__3XoqR2SAlq&index=32&t=0s,"In this Celebrity ASMR interview, Emma Chamberlain explores autonomous sensory meridian response with whispers and sounds. The YouTube phenom talks about her background as a competitive cheerleader, her many attempts to start a YouTube channel, her trip to Paris Fashion week with Louis Vuitton and starting her “Stupid Genius” podcast. Emma also shows us how to make coffee with her special recipe.\n\nStill haven’t subscribed to W on YouTube? ►► ', '\r\n\r\nABOUT W\r\nThe Who, What, Where, When, and Why in the world of fashion and style. W provides the ultimate insider experience with an original, provocative approach to art, culture, videos, travel, fashion, and beauty.\n\nEmma Chamberlain Explores ASMR | W Magazine",2019年6月28日发布,23:37,"2,318,322 次观看","""69,060""","""4,316""",[ASMRMagic],[ASMR 60+ Triggers over 3.5 Hours ✨ (NO TALKING) Intense Relaxing Ear to Ear Sleep Sounds],/watch?v=mdcgL-ZXi8k,"16,551,992"
caseinterview,/watch?v=fBwUxnTpTBo&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=2&t=0s,"Case Interview Workshop Video 1 - Introduction\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,18:29,"708,574 次观看","""1,667""","""49""",[caseinterview],[Case Interview Basics &amp; Case Interviewer Mindset - (Video 2 of 12)],/watch?v=h0e32s1vyt4,"454,555"
caseinterview,/watch?v=h0e32s1vyt4&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=3&t=0s,"Case Interview Video 2: Case Interview Basics & Case Interviewer Mindset\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,28:14:00,"454,757 次观看","""853""","""37""",[caseinterview],"[How to Open, Analyze and Close a Case Interview - Part 1 (Video 3 of 12)]",/watch?v=3iwZD_1Q0Jk,"556,437"
caseinterview,/watch?v=3iwZD_1Q0Jk&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=4&t=0s,"How to Open, Analyze and Close a Case Interview - Part 1\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,17:45,"556,467 次观看","""1,160""","""45""",[caseinterview],"[How to Open, Analyze and Close a Case Interview - Part 2 (Video 4 of 12)]",/watch?v=3hTag-2Qr8Q,"437,367"
caseinterview,/watch?v=3hTag-2Qr8Q&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=5&t=0s,"How to Open, Analyze and Close a Case Interview - Part 2\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,26:15:00,"437,536 次观看","""717""","""43""",[Bain],[Shine at a Bain Interview],/watch?v=Nib4_5_4afA,"410,795"
caseinterview,/watch?v=L8xIcvpNOSw&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=6&t=0s,"Matching Case Interviews to Problem Solving Frameworks\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,13:45,"336,952 次观看","""475""","""13""",[caseinterview],[Case Interview Profit Framework (Video 6 of 12)],/watch?v=jtvyRnmkDqo,"351,706"
caseinterview,/watch?v=jtvyRnmkDqo&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=7&t=0s,"Case Interview Profit Framework\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,24:55:00,"351,962 次观看","""473""","""37""",[caseinterview],[Business Situation Case Interview Framework (Video 7 of 12)],/watch?v=lhQvl0wo6Fs,"373,322"
caseinterview,/watch?v=lhQvl0wo6Fs&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=8&t=0s,"Business Situation Case Interview Framework\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,35:08:00,"373,552 次观看","""621""","""49""",[Bain],[Shine at a Bain Interview],/watch?v=Nib4_5_4afA,"410,795"
caseinterview,/watch?v=huqJ4wZ-asY&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=9&t=0s,"How to Practice Case Interviews\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,10:00,"204,621 次观看","""202""","""21""",[Bain],[Shine at a Bain Interview],/watch?v=Nib4_5_4afA,"410,795"
caseinterview,/watch?v=D-QlFzg_1EA&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=10&t=0s,"Business Situation Case Interview Demo\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,27:09:00,"246,498 次观看","""350""","""26""",[Bain],[Shine at a Bain Interview],/watch?v=Nib4_5_4afA,"410,795"
caseinterview,/watch?v=xAxnHVaVSlA&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=11&t=0s,"Case Interview Question & Answers\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,5:35,"144,797 次观看","""105""","""7""",[Bain],[Shine at a Bain Interview],/watch?v=Nib4_5_4afA,"410,795"
caseinterview,/watch?v=_bmodEjtvnQ&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=12&t=0s,"Mergers and Acquisition Case Interview Demo\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nAll handouts and slides available for free download in the members download area of www.caseinterview.com",2011年4月23日发布,46:39:00,"292,158 次观看","""548""","""61""",[Bain],[Shine at a Bain Interview],/watch?v=Nib4_5_4afA,"410,795"
caseinterview,/watch?v=gRUvbrOtd-c&list=PL8b_fmdDHHyCznYmSeWJrdrJN4UJhUrsh&index=13&t=0s,"Case Interview Tips\n\nBy Victor Cheng\nAuthor, Case Interview Secrets\nwww.CaseInterviewSecrets.com\n\nFor my free email newsletter on passing the case interview and to download all the handouts and slides references in this video, visit the free download members download area of www.caseinterview.com",2011年4月23日发布,21:25,"155,787 次观看","""451""","""13""",[Bain],[Shine at a Bain Interview],/watch?v=Nib4_5_4afA,"410,795"
HackerRank,/watch?v=GKgAVjJxh9w&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=2&t=0s,"[""Learn the 7 core steps needed to solve algorithm problems. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell.\n""]",上传日期：2016年9月20日,8:06,"98,625 次观看","""1,096""","""26""",[Zdzisław],[2019 08 11 Radom 31],/watch?v=YEaMOzU7-X0,"9,595"
HackerRank,/watch?v=84UYVCluClQ&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=3&t=0s,"[""Learn the three key algorithm strategies that are the most useful for solving problems. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell.\n""]",上传日期：2016年9月20日,7:00,"58,385 次观看","""483""","""22""",[SVM],[Chủ Tịch Bị Coi Thường Và Cái Kết - Đừng Bao Giờ Coi Thường Người Khác - SVM SCHOOL],/watch?v=8mCeprWSOIo,"10,904,332"
HackerRank,/watch?v=tZxNNKqxXnw&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=4&t=0s,"[""Learn how to approach behavioral interview questions. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell.\n""]",上传日期：2016年9月20日,5:31,"40,150 次观看","""340""","""8""","[[""Magician's""]]","[[""TOP 4 Wizards on America's Got Talent 2019 | Magicians Got Talent""]]",/watch?v=G2A-185WViw,"3,276,967"
HackerRank,/watch?v=jxAWQN5t6wg&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=5&t=0s,"[""Get pro tips on how the evaluation of a technical interview works and what you can do to be best prepared for your next interview. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell.\n""]",上传日期：2016年9月20日,6:28,"44,588 次观看","""501""","""19""",[Вячеслав],[Мясников Напёрсточник],/watch?v=1s-wtsJCYyI,"1,532,514"
HackerRank,/watch?v=v4cd1O4zkGw&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=6&t=0s,"[""Learn about Big O notation, an equation that describes how the run time scales with respect to some input variables. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell. ""]",2016年9月27日发布,8:36,"748,937 次观看","""9,777""","""425""",[hackerdashery],[P vs. NP and the Computational Complexity Zoo],/watch?v=YX40hbAHx3s,"2,017,967"
HackerRank,/watch?v=zaBhtODEL0w&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=7&t=0s,"[""Learn the basics of graph search and common operations; Depth First Search (DFS) and Breadth First Search (BFS). This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell. ""]",2016年9月27日发布,11:48,"466,011 次观看","""2,668""","""504""",[MIT],[13. Breadth-First Search (BFS)],/watch?v=s-CYnVz-uh4,"422,770"
HackerRank,/watch?v=KEEKn7Me-ms&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=8&t=0s,"[""Learn the basics of recursion. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell.\n""]",2016年9月27日发布,5:40,"282,792 次观看","""1,864""","""124""",[Life],[How to: Work at Google — Example Coding/Engineering Interview],/watch?v=XKu_SEDAykw,"4,485,121"
HackerRank,/watch?v=P8Xa2BitN3I&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=9&t=0s,"[""Learn the basics of memoization and dynamic programming. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell.\n""]",2016年9月27日发布,11:16,"480,080 次观看","""5,248""","""192""",[MIT],[动态规划 1: 在斐波那契数列，最短路径中的应用],/watch?v=OQ5jsbhAv_M,"1,025,671"
HackerRank,/watch?v=NLKQEOgBAnw&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=10&t=0s,"[""Learn about bit manipulation. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell.\n""]",2016年9月27日发布,9:05,"227,797 次观看","""2,297""","""140""",[Life],[How to: Work at Google — Example Coding/Engineering Interview],/watch?v=XKu_SEDAykw,"4,485,121"
HackerRank,/watch?v=P3YID7liBug&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=11&t=0s,"[""Learn the basics of binary search algorithm. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell.\n""]",2016年9月27日发布,6:21,"299,947 次观看","""2,092""","""118""",[Life],[How to: Work at Google — Example Coding/Engineering Interview],/watch?v=XKu_SEDAykw,"4,485,121"
HackerRank,/watch?v=shs0KM3wKv8&list=PLX6IKgS15Ue02WDPRCmYKuZicQHit9kFt&index=12&t=0s,"[""Learn the basics of Hash Tables, one of the most useful data structures for solving interview questions. This video is a part of HackerRank's Cracking The Coding Interview Tutorial with Gayle Laakmann McDowell. ""]",2016年9月27日发布,6:24,"571,606 次观看","""5,072""","""386""",[Computer],[Hash Tables and Hash Functions],/watch?v=KyUTuwz_b7Q,"380,298"
