company,occupation,location,edu_ask,scal,detail
['\ue41d州\uee44青箬笠\ue09c物科技有限公司'],['销售管培\ue09c'],['广州 '],"['本科,硕士,博士,\ue3d1\ue81b\ue8b0']",['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span><span style=""background-color:#337fe5;""><strong>职位亮点：90后优秀团队\xa0 \xa0工作氛围好\xa0 \xa0\xa0</strong></span><span style=""background-color:#337fe5;""><strong>提升空间大\xa0 \xa0 晋升机会多\xa0</strong></span><span style=""background-color:#337fe5;""><strong/></span></span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span><span style=""background-color:#337fe5;""><strong>\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0</strong></span><span style=""background-color:#337fe5;""><strong>餐补\xa0 \xa0交通补助</strong></span></span><span style=""background-color:#337fe5;""><strong>\xa0 \xa0</strong></span><span style=""background-color:#009900;""><span style=""background-color:#337fe5;""><strong>购买社</strong></span><span style=""background-color:#337fe5;""><strong/></span><span style=""background-color:#337fe5;""><strong>保</strong></span></span><span style=""background-color:#337fe5;""><strong> 最重要是漂亮小姐姐多哟~</strong></span>&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<p>&#13;\n\t岗位职责：<span style=""font-size:16px;""><span style=""font-size:18px;""/></span>&#13;\n</p>&#13;\n1、公司管理干部储备职位，前期工作在销售部门经理及主管的领导下，协助处理公司安排的工作；<br/>&#13;\n2、通过前期培养，结合员工兴趣、专业、能力等优势，确定部门及<span style=""font-size:16px;""/>岗位输出方向，并能协部门领导管理指导销售团队等；<br/>&#13;\n<p>&#13;\n\t3、承办领导交办的其他工作。&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n职位要求：<br/>&#13;\n1、男女不限，本科及以上学历，专业不限；工商企业管理、市场营销、医药生物等专业应届毕业生优先考虑；<br/>&#13;\n2、具有丰富的社会实践经历、社团及学生干部经历，具备良好的组织能力、沟通协调能力、领导力、执行力及分析、解决问题的能力；<br/>&#13;\n<div style=""text-align:right;"">&#13;\n\t3、工作积极主动、责任心强，良好的学习能力、原则性强，具有培养潜质，有清晰的职业规划和强烈的事业进取心；有志于管理方向发展；&#13;\n</div>&#13;\n<p>&#13;\n\t4、诚实守信，具有抗压耐挫能力，良好心态及较强的稳定性和企业忠诚度及团队合作精神。&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n我们的福利：<br/>&#13;\n1.丰厚薪酬——无责任底薪+高提成<br/>&#13;\n2.资源优势——公司提供优质意向客户资源<br/>&#13;\n3.舒适办公——公司环境优美，工作氛围好，先进配套办公设备<br/>&#13;\n4.优厚福利——完善的激励制度（奖金多多）<br/>&#13;\n5.快速晋升——高速发展中的创业公司，和公司一起成长，提供各种纵横向发展机会<br/>&#13;\n<p>&#13;\n\t6.专业培训——完善培训制度，(1)免费带薪入职培训 (2) 产品知识培训 (3)销售服务技巧培训&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<p>&#13;\n\t工作地点是：广州荔湾区芳村墩头西后围22号1879创意园B栋301（附件地铁口：花地湾地铁B出口、广佛线沙涌地铁C出口、公车站：大冲口、仁厚直街、杏花大街）&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<br/>&#13;\n<br/></div>\n\n']"
['\ue41d州\uee44青箬笠\ue09c物科技有限公司'],['销售客服'],['广州 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span style=""font-size:14px;""><strong>公司主营：中山大学芦荟研究所研发的荟名门品牌护肤品</strong></span>。&#13;\n</p>&#13;\n1.\xa0 \xa0 \xa0 \xa0成长型公司，晋升机会多，提升空间大，公司鼓励多劳多得，内部良性竞争，优秀者月薪可超万元。<br/>&#13;\n2.\xa0 \xa0 \xa0 \xa0公司团队氛围好，公司团队平均年龄低于30岁，年轻有活力。可以拼命工作，也可以拼命玩。<br/>&#13;\n3.\xa0 \xa0 \xa0 \xa0专业培训，提升个人综合能力。公司定期培训销售客服的专业知识、销售技巧和团队管理能力，提升个人综合能力，为成为团队管理者做准备。<br/>&#13;\n\xa0<br/>&#13;\n<span>平均客服薪资待遇5500-8000元。</span><br/>&#13;\n<br/>&#13;\n招聘时间周期：长期招聘<br/>&#13;\n\xa0<br/>&#13;\n招聘岗位：淘宝、京东、微信公众号销售客服<br/>&#13;\n\xa0<br/>&#13;\n福利：餐补、车补、节假日福利、带薪年假、社保<br/>&#13;\n\xa0<br/>&#13;\n工作地点是：广州荔湾区芳村墩头西后围22号1879创意园B栋301（附件地铁口：花地湾地铁B出口、广佛线沙涌地铁C出口、公车站：大冲口、仁厚直街、杏花大街）<br/></div>\n\n']"
['厦门众图地理信息有限公司'],['测绘\ue445\uf79f、\uf7fc\ue620\ue445\uf79f\uf8a4'],['厦门 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t1、测绘地理信息相关专业应届毕业生及在校顶岗实习生。<span/>&#13;\n</p>&#13;\n<p>&#13;\n\t2、软件工程或计算机相关专业应届毕业生及在校顶岗实习生。<span/>&#13;\n</p>&#13;\n<p>&#13;\n\t3、理论基础扎实，综合能力突出，沟通能力强，具有团队协作精神。<span/>&#13;\n</p>&#13;\n<p>&#13;\n\t4、意愿从事测绘地理信息、软件<span>IT</span>行业，身体健康，品行端正，积极主动。<span/>&#13;\n</p></div>\n\n']"
['厦门众图地理信息有限公司'],['测绘\ue445\uf79f、\uf7fc\ue620\ue445\uf79f\uf8a4'],['厦门 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t1、测绘地理信息相关专业应届毕业生及在校顶岗实习生。<span/>&#13;\n</p>&#13;\n<p>&#13;\n\t2、软件工程或计算机相关专业应届毕业生及在校顶岗实习生。<span/>&#13;\n</p>&#13;\n<p>&#13;\n\t3、理论基础扎实，综合能力突出，沟通能力强，具有团队协作精神。<span/>&#13;\n</p>&#13;\n<p>&#13;\n\t4、意愿从事测绘地理信息、软件<span>IT</span>行业，身体健康，品行端正，积极主动。<span/>&#13;\n</p></div>\n\n']"
['凯捷咨询（中国）有限公司'],['信息安全顾问'],['昆山 '],"['本科,硕士']",['\uec1b\ueb46人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span>凯捷全球拥有超过</span>2000+名专业顾问，中国拥有30人规模的专家顾问团队。能快速锁定企业网络安全状态，提供量身定做的解决方案，提升策略、职责、培训、操作、测试、开发、以及紧急状况应对等层面的合规和安全水平。\xa0&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0我们为全球顶尖客户提供定制化的解决方案&#13;\n</p>&#13;\n<p>&#13;\n\t<span>提供端到端的安全服务、工具和模型，提供符合中国特点、定制化解决方案，拥有丰富的合作伙伴资源和强大的生态圈。具体的服务包括：网络安全成熟度监测与评估、合规性评估、全员信息安全培训与关键岗位培训、测试与安全验收、针对软件、环境的测试与安全验收、咨询与规划、改善措施与实施、安全设计与架构。</span>\xa0&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0作为凯捷的信息安全顾问，我们需要你&#13;\n</p>&#13;\n<p>&#13;\n\t你需要为来自全球的顶尖客户提供信息安全体系规划、建设和信息安全测试相关的技术和咨询服务，为全球用户保驾护航。&#13;\n</p></div>\n\n']"
['凯捷咨询（中国）有限公司'],['大数据分析顾问'],['昆山 '],"['本科,硕士']",['\uec1b\ueb46人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span>凯捷全球拥有近</span>1万名位从业人员，具有独特的基于“智能企业信息战略”的集成方法与模型、特定行业BIM产品和服务的精深知识、一流的Rightshore®业务信息管理能力、无与伦比的技术深度体验以及强大的资源整合能力。&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0我们为全球顶尖客户提供丰富的大数据技术服务&#13;\n</p>&#13;\n<p>&#13;\n\t<span>包括数据的可视化、优化数据仓库、大数据与数据挖掘、移动</span>BI、数据与信息治理、架构、信息策略、财务分析、销售与营销分析、人力资源分析、生产分析、绩效分析。&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0作为凯捷的大数据分析顾问，我们需要你&#13;\n</p>&#13;\n<p>&#13;\n\t运用大数据分析工具，进行数据建模设计与分析，提炼数据产品需求，提供数据产品解决方案，并最终推动数据产品落地。&#13;\n</p></div>\n\n']"
['凯捷咨询（中国）有限公司'],['测试服务咨询顾问'],['昆山 '],"['本科,硕士']",['\uec1b\ueb46人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span>凯捷中国在测试领域拥有</span>200位专业测试人员，90%为TMAP/ISTQB认证的测试专家，凯捷中国广泛采用的测试方法——TMAP和TPI\xa0，为全球客户提供全岗位的测试服务，包括测试标准化流程咨询、测试中心建立、测试安全性、测试项目实施，自动化测试，性能测试以及信息安全咨询等。\xa0&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0我们为全球顶尖客户提供三种进阶服务方案&#13;\n</p>&#13;\n<p>&#13;\n\t<span>初步方案，采用测试标准化流程，包括业务驱动型测试管理、</span>TMap Next Test技术标准、测试自动化实施、测试流程改进(TPI, QBP)、测试资源补充。&#13;\n</p>&#13;\n<p>&#13;\n\t创新方案，提供创新服务，建设卓越测试中心、进行自动化测试、性能测试、信息安全管理。&#13;\n</p>&#13;\n<p>&#13;\n\t<span>最优方案，提供托管测试服务，包括可全球交付的托管测试服务、前瞻性测试创新、灵活按需采购、</span>SLA式/输出式测试解决方案。&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0作为凯捷的测试服务咨询顾问，我们需要你&#13;\n</p>&#13;\n<p>&#13;\n\t为来自全球各行业的的客户提供测试组织转型、移动应用测试、自动化测试、系统测试实施等专业领域的技术咨询和实施服务。&#13;\n</p></div>\n\n']"
['凯捷咨询（中国）有限公司'],['技术开发顾问（\ueb0e\ue8b0\ue996\ue8b0、.\uf200\uf553\ue656、\ue8b0\uf200\uf63e\ue276\ue82a\uf376\uf63e、\uf376\ue82a\uf5f6等）'],['昆山 '],"['本科,硕士']",['\uec1b\ueb46人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t凯捷建立的是客户驱动的团队结构，能够为客户提供从应用程序开发、管理、测试到应用程序维护服务。技术开发顾问是这个团队中重要的技术保障。&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0作为凯捷的技术开发顾问，我们需要你&#13;\n</p>&#13;\n<p>&#13;\n\t参与程序的设计开发和维护，满足全球客户的业户需求。&#13;\n</p></div>\n\n']"
['凯捷咨询（中国）有限公司'],['信息安全顾问'],['昆山 '],"['本科,硕士']",['\uec1b\ueb46人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span>凯捷全球拥有超过</span>2000+名专业顾问，中国拥有30人规模的专家顾问团队。能快速锁定企业网络安全状态，提供量身定做的解决方案，提升策略、职责、培训、操作、测试、开发、以及紧急状况应对等层面的合规和安全水平。\xa0&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0我们为全球顶尖客户提供定制化的解决方案&#13;\n</p>&#13;\n<p>&#13;\n\t<span>提供端到端的安全服务、工具和模型，提供符合中国特点、定制化解决方案，拥有丰富的合作伙伴资源和强大的生态圈。具体的服务包括：网络安全成熟度监测与评估、合规性评估、全员信息安全培训与关键岗位培训、测试与安全验收、针对软件、环境的测试与安全验收、咨询与规划、改善措施与实施、安全设计与架构。</span>\xa0&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0作为凯捷的信息安全顾问，我们需要你&#13;\n</p>&#13;\n<p>&#13;\n\t你需要为来自全球的顶尖客户提供信息安全体系规划、建设和信息安全测试相关的技术和咨询服务，为全球用户保驾护航。&#13;\n</p></div>\n\n']"
['凯捷咨询（中国）有限公司'],['大数据分析顾问'],['昆山 '],"['本科,硕士']",['\uec1b\ueb46人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span>凯捷全球拥有近</span>1万名位从业人员，具有独特的基于“智能企业信息战略”的集成方法与模型、特定行业BIM产品和服务的精深知识、一流的Rightshore®业务信息管理能力、无与伦比的技术深度体验以及强大的资源整合能力。&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0我们为全球顶尖客户提供丰富的大数据技术服务&#13;\n</p>&#13;\n<p>&#13;\n\t<span>包括数据的可视化、优化数据仓库、大数据与数据挖掘、移动</span>BI、数据与信息治理、架构、信息策略、财务分析、销售与营销分析、人力资源分析、生产分析、绩效分析。&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0作为凯捷的大数据分析顾问，我们需要你&#13;\n</p>&#13;\n<p>&#13;\n\t运用大数据分析工具，进行数据建模设计与分析，提炼数据产品需求，提供数据产品解决方案，并最终推动数据产品落地。&#13;\n</p></div>\n\n']"
['凯捷咨询（中国）有限公司'],['测试服务咨询顾问'],['昆山 '],"['本科,硕士']",['\uec1b\ueb46人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span>凯捷中国在测试领域拥有</span>200位专业测试人员，90%为TMAP/ISTQB认证的测试专家，凯捷中国广泛采用的测试方法——TMAP和TPI\xa0，为全球客户提供全岗位的测试服务，包括测试标准化流程咨询、测试中心建立、测试安全性、测试项目实施，自动化测试，性能测试以及信息安全咨询等。\xa0&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0我们为全球顶尖客户提供三种进阶服务方案&#13;\n</p>&#13;\n<p>&#13;\n\t<span>初步方案，采用测试标准化流程，包括业务驱动型测试管理、</span>TMap Next Test技术标准、测试自动化实施、测试流程改进(TPI, QBP)、测试资源补充。&#13;\n</p>&#13;\n<p>&#13;\n\t创新方案，提供创新服务，建设卓越测试中心、进行自动化测试、性能测试、信息安全管理。&#13;\n</p>&#13;\n<p>&#13;\n\t<span>最优方案，提供托管测试服务，包括可全球交付的托管测试服务、前瞻性测试创新、灵活按需采购、</span>SLA式/输出式测试解决方案。&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0作为凯捷的测试服务咨询顾问，我们需要你&#13;\n</p>&#13;\n<p>&#13;\n\t为来自全球各行业的的客户提供测试组织转型、移动应用测试、自动化测试、系统测试实施等专业领域的技术咨询和实施服务。&#13;\n</p></div>\n\n']"
['凯捷咨询（中国）有限公司'],['技术开发顾问（\ueb0e\ue8b0\ue996\ue8b0、.\uf200\uf553\ue656、\ue8b0\uf200\uf63e\ue276\ue82a\uf376\uf63e、\uf376\ue82a\uf5f6等）'],['昆山 '],"['本科,硕士']",['\uec1b\ueb46人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t凯捷建立的是客户驱动的团队结构，能够为客户提供从应用程序开发、管理、测试到应用程序维护服务。技术开发顾问是这个团队中重要的技术保障。&#13;\n</p>&#13;\n<p>&#13;\n\t²\xa0作为凯捷的技术开发顾问，我们需要你&#13;\n</p>&#13;\n<p>&#13;\n\t参与程序的设计开发和维护，满足全球客户的业户需求。&#13;\n</p></div>\n\n']"
['惠誉养康（上海）企业发展有限公司'],['营销管培\ue09c'],['上海 '],['大专'],['\ueed0\ue58b人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t营销管培生：&#13;\n</p>&#13;\n<p>&#13;\n\t1、参与连锁门店经营管理，开发和维护客户资源&#13;\n</p>&#13;\n<p>&#13;\n\t2、参与公司主办招商、产品宣传和旅游活动&#13;\n</p>&#13;\n<p>&#13;\n\t3、参与营销方案的具体执行和效果评估&#13;\n</p>&#13;\n<p>&#13;\n\t4、负责区域市场产品推广与销售，完成业绩目标.&#13;\n</p>&#13;\n<p>&#13;\n\t要求：学习能力强，具备良好的心理素质和管理素质，良好的团队合作精神&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p></div>\n\n']"
['惠誉养康（上海）企业发展有限公司'],['营销管培\ue09c'],['上海 '],['大专'],['\ueed0\ue58b人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t营销管培生：&#13;\n</p>&#13;\n<p>&#13;\n\t1、参与连锁门店经营管理，开发和维护客户资源&#13;\n</p>&#13;\n<p>&#13;\n\t2、参与公司主办招商、产品宣传和旅游活动&#13;\n</p>&#13;\n<p>&#13;\n\t3、参与营销方案的具体执行和效果评估&#13;\n</p>&#13;\n<p>&#13;\n\t4、负责区域市场产品推广与销售，完成业绩目标.&#13;\n</p>&#13;\n<p>&#13;\n\t要求：学习能力强，具备良好的心理素质和管理素质，良好的团队合作精神&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p></div>\n\n']"
['\uf276川\ue41d而\uf1b1之文化传媒有限公司'],['平面\uea90\uea7c\uf8a4'],['成都 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t1、能熟练使用PhotoShop、Coreldraw等相关软件&#13;\n</p>&#13;\n<p>&#13;\n\t2、具有良好的美术功底及构思能力，能很好地把握色彩视觉&#13;\n</p>&#13;\n<p>&#13;\n\t3、良好的审美功底，基本功扎实&#13;\n</p>&#13;\n<p>&#13;\n\t4、良好的创意能力和活跃的思维，精准的理解能力，具备较强的沟通能力&#13;\n</p>&#13;\n<p>&#13;\n\t岗位要求：&#13;\n</p>&#13;\n<p>&#13;\n\t1、中专以上学历，设计、美术、广告类相关专业&#13;\n</p>&#13;\n<p>&#13;\n\t2、有相关设计工作经验，丰富的各种形式活动宣传设计经验&#13;\n</p>&#13;\n<p>&#13;\n\t3、善于沟通、责任心强，有良好的团队合作意识&#13;\n</p>&#13;\n<p>&#13;\n\t4&#13;\n</p></div>\n\n']"
['\uf276川\ue41d而\uf1b1之文化传媒有限公司'],['平面\uea90\uea7c\uf8a4'],['成都 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t1、能熟练使用PhotoShop、Coreldraw等相关软件&#13;\n</p>&#13;\n<p>&#13;\n\t2、具有良好的美术功底及构思能力，能很好地把握色彩视觉&#13;\n</p>&#13;\n<p>&#13;\n\t3、良好的审美功底，基本功扎实&#13;\n</p>&#13;\n<p>&#13;\n\t4、良好的创意能力和活跃的思维，精准的理解能力，具备较强的沟通能力&#13;\n</p>&#13;\n<p>&#13;\n\t岗位要求：&#13;\n</p>&#13;\n<p>&#13;\n\t1、中专以上学历，设计、美术、广告类相关专业&#13;\n</p>&#13;\n<p>&#13;\n\t2、有相关设计工作经验，丰富的各种形式活动宣传设计经验&#13;\n</p>&#13;\n<p>&#13;\n\t3、善于沟通、责任心强，有良好的团队合作意识&#13;\n</p>&#13;\n<p>&#13;\n\t4&#13;\n</p></div>\n\n']"
['\ue41d东心宝药业科技有限公司'],['\uf45e力资源专员'],['广州 '],['本科'],['\ueed0人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t岗位职责：&#13;\n</p>&#13;\n<p>&#13;\n\t1、负责公司人员考勤工作；&#13;\n</p>&#13;\n<p>&#13;\n\t2、负责员工关系的维护工作；&#13;\n</p>&#13;\n<p>&#13;\n\t3、协助招聘工作的开展；&#13;\n</p>&#13;\n<p>&#13;\n\t4、按要求完成领导交办的其他工作；&#13;\n</p>&#13;\n<p>&#13;\n\t任职资格：&#13;\n</p>&#13;\n<p>&#13;\n\t1、全日制本科学历，人力资源相关专业，&#13;\n</p>&#13;\n<p>&#13;\n\t2、经验不限，优秀应届毕业生优先；&#13;\n</p>&#13;\n<p>&#13;\n\t3、具有良好的职业道德，踏实稳重，工作细心，责任心强，有较强的沟通、协调能力，有团队协作精神；&#13;\n</p>&#13;\n<p>&#13;\n\t4、熟练使用相关办公软件；&#13;\n</p>&#13;\n<p>&#13;\n\t5、形象好，气质佳，普通话标准；&#13;\n</p>&#13;\n<p>&#13;\n\t福利待遇：&#13;\n</p>&#13;\n<p>&#13;\n\t五险一金、年终奖金；&#13;\n</p>&#13;\n<p>&#13;\n\t免费提供三餐，免费提供住宿；&#13;\n</p>&#13;\n<p>&#13;\n\t定期体检、员工旅游；&#13;\n</p></div>\n\n']"
['\ue41d东心宝药业科技有限公司'],['\uf45e力资源专员'],['广州 '],['本科'],['\ueed0人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t岗位职责：&#13;\n</p>&#13;\n<p>&#13;\n\t1、负责公司人员考勤工作；&#13;\n</p>&#13;\n<p>&#13;\n\t2、负责员工关系的维护工作；&#13;\n</p>&#13;\n<p>&#13;\n\t3、协助招聘工作的开展；&#13;\n</p>&#13;\n<p>&#13;\n\t4、按要求完成领导交办的其他工作；&#13;\n</p>&#13;\n<p>&#13;\n\t任职资格：&#13;\n</p>&#13;\n<p>&#13;\n\t1、全日制本科学历，人力资源相关专业，&#13;\n</p>&#13;\n<p>&#13;\n\t2、经验不限，优秀应届毕业生优先；&#13;\n</p>&#13;\n<p>&#13;\n\t3、具有良好的职业道德，踏实稳重，工作细心，责任心强，有较强的沟通、协调能力，有团队协作精神；&#13;\n</p>&#13;\n<p>&#13;\n\t4、熟练使用相关办公软件；&#13;\n</p>&#13;\n<p>&#13;\n\t5、形象好，气质佳，普通话标准；&#13;\n</p>&#13;\n<p>&#13;\n\t福利待遇：&#13;\n</p>&#13;\n<p>&#13;\n\t五险一金、年终奖金；&#13;\n</p>&#13;\n<p>&#13;\n\t免费提供三餐，免费提供住宿；&#13;\n</p>&#13;\n<p>&#13;\n\t定期体检、员工旅游；&#13;\n</p></div>\n\n']"
['武汉直播优选在线教育科技有限公司'],['\uf45e力专员'],['武汉 '],['不限'],['\uf61b人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p style=""text-align:justify;"">&#13;\n\t岗位职责：&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t1、协助招聘工作的进行，简历筛选，电话邀约及邀约登记汇总；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t2、面试人员接待及安排、面试来访登记及回访；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t3、面试流程跟进；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t4、面试结果反馈；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t5、简历量、来访情况统计整理；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t6、协助入职办理相关事项&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t7、其它人力资源及行政相关工作。&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t\xa0&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t职位要求：&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t1、积极进取，有较强的自我学习能力、理解能力、目标执行能力及团队协作精神；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t2、优秀的人际沟通能力和服务意识，热情主动；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t3、心理素质佳，愿意接受挑战，能够承受工作压力。&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t4，本科学历要求（包括自考等国家承认学历），条件优秀者，或有经验可放宽条件要求&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t\xa0&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t优先条件：&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t1、市场管理、市场营销、人力资源、应用心理学专业优先；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t2、有在正规公司从事过销售实习或人力资源部实习经历者优先；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t3、有在学校任担任学生干部、社团组织者经历的优先；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t4、有校内外培训招生、顾问式销售经验的优先。&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t\xa0&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t待遇及发展：&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t1、底薪+绩效，大小周工作制，带薪休假等福利；&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t2、转正后可以免费学习公司所有职业技能课程。&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t3、此岗位前期做招聘，后期可往HRBP方向发展。&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0<span>如果您是一位有目标，渴望短期时间内能得到自我提升的，欢迎用简历砸该岗位！</span>&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t有意者可直接电话预约面试！&#13;\n</p>&#13;\n<p style=""text-align:justify;"">&#13;\n\t联系人：丁静 13018083225（微信同号）&#13;\n</p></div>\n\n']"
